ID,name,LABEL
IDEN666,NAT64,IDEN
IDEN667,IPv6 Clients,IDEN
IDEN668,IPv4 Servers,IDEN
IDEN669,NAT66,IDEN
IDEN670,NPTv6,IDEN
IDEN671,PMTUD,IDEN
IDEN672,uRPF,IDEN
IDEN673,DAD,IDEN
IDEN674,NDP,IDEN
IDEN675,Neighbour Discovery Protocol,IDEN
IDEN676,ITU-T X.1038,IDEN
IDEN677,software-defined networking (SDN),IDEN
IDEN678,SDN,IDEN
IDEN679,7.4,IDEN
IDEN680,distributed denial-of-service (DDoS),IDEN
IDEN681,ONF OpenFlow,IDEN
IDEN682,ITU-T Y.3300,IDEN
IDEN683,Use case 1,IDEN
IDEN684,ITU-T X.800,IDEN
IDEN685,IETF RFC 4210,IDEN
IDEN686,IETF RFC 5246,IDEN
IDEN687,NIST AES,IDEN
IDEN688,National Institute of Standards and Technology,IDEN
IDEN689,NIST DSS,IDEN
IDEN690,NIST FIPS PUB 186-4 (2013),IDEN
IDEN691,b-ISO/IEC 18014-2,IDEN
IDEN692,ITU-T V.14,IDEN
IDEN693,09/98,IDEN
IDEN694,ITU-T Recommendation V.14,IDEN
IDEN695,V.10–V.34,IDEN
IDEN696,Wideband modems V.35 –V.39,IDEN
IDEN697,V.35 –V.39,IDEN
IDEN698,Recognized operating agency (ROA),IDEN
IDEN699,ITU-T V.140,IDEN
IDEN700,V.140 signature,IDEN
IDEN701,H.320,IDEN
IDEN702,V.140,IDEN
IDEN703,ITU-T Recommendation V.140,IDEN
IDEN704,ITU-T Recommendation V.15,IDEN
IDEN705,V Series modem,IDEN
IDEN706,V.21,IDEN
IDEN707,V.23,IDEN
IDEN708,Recommendation V.25,IDEN
IDEN709,ITU-T X.1039,IDEN
IDEN710,identity of an entity,IDEN
IDEN711,b-ITU-T X.800,IDEN
IDEN712,SECURE APPLICATIONS AND SERVICES,IDEN
IDEN713,Web security X.1140–X.1149,IDEN
IDEN714,Security protocols X.1150–X.1159,IDEN
IDEN715,CYBERSECURITY INFORMATION EXCHANGE,IDEN
IDEN716,CLOUD COMPUTING SECURITY,IDEN
IDEN717,ITU-T X.1040,IDEN
IDEN718,seller,IDEN
IDEN719,buyer,IDEN
IDEN720,enterprise,IDEN
IDEN721,individual,IDEN
IDEN722,data,IDEN
IDEN723,ITU-T X.1041,IDEN
IDEN724,VoLTE,IDEN
IDEN725,IMS,IDEN
IDEN726,SIP,IDEN
IDEN727,EPC,IDEN
IDEN728,MME,IDEN
IDEN729,S-GW,IDEN
IDEN730,P-GW,IDEN
IDEN731,IP addresses,IDEN
IDEN732,CSCF,IDEN
IDEN733,P-CSCF,IDEN
IDEN734,UE,IDEN
IDEN735,I-CSCF,IDEN
IDEN736,S-CSCF,IDEN
IDEN737,HSS,IDEN
IDEN738,TAS,IDEN
IDEN739,telephony application server,IDEN
IDEN740,ITU-T X.1042,IDEN
IDEN741,requesting party,IDEN
IDEN742,ITU-T X.1043,IDEN
IDEN743,ITU-T X.1044,IDEN
IDEN744,Network virtualization,IDEN
IDEN745,different vendors,IDEN
IDEN746,LINPs,IDEN
IDEN747,LINP operators,IDEN
IDEN748,ITU-T X.1045,IDEN
IDEN749,NFV,IDEN
IDEN750,Annex C,IDEN
IDEN751,ITU-T X.1046,IDEN
IDEN752,SDN/NFV security,IDEN
IDEN753,security controller,IDEN
IDEN754,software-defined security,IDEN
IDEN755,security policy,IDEN
IDEN756,policy conflict,IDEN
IDEN757,distribution of security policy,IDEN
IDEN758,flow collection function,IDEN
IDEN759,forwarding policy,IDEN
IDEN760,switches,IDEN
IDEN761,SDN controller,IDEN
IDEN762,network traffic,IDEN
IDEN763,lifecycle management of virtualized security function instance,IDEN
IDEN764,network topology,IDEN
IDEN765,optimization of security policy,IDEN
IDEN766,security configuration parameter,IDEN
IDEN767,security device,IDEN
IDEN768,security information and event management system,IDEN
IDEN769,security function vendor,IDEN
IDEN770,security function,IDEN
IDEN771,ITU-T X.1047,IDEN
IDEN772,3GPP TR 33.811,IDEN
IDEN773,3GPP TS 33.501,IDEN
IDEN774,3GPP TR 33.813,IDEN
IDEN775,users or customers,IDEN
IDEN776,ITU-T X.1051,IDEN
IDEN777,ISO/IEC 27002,IDEN
IDEN778,Technical Corrigendum 1,IDEN
IDEN779,ITU-T X.1051 recommendation,IDEN
IDEN780,ISO/IEC 27011:2016/Cor.1:2018 (E),IDEN
IDEN781,ITU-T X.1052,IDEN
IDEN782,PDCA,IDEN
IDEN783,ITU-T X.1053,IDEN
IDEN784,Code of practice for information security controls based on ITU-T X.1051 for small and medium-sized telecommunication organizations,IDEN
IDEN785,Recommendation ITU-T X.1053,IDEN
IDEN786,small and medium-sized telecommunication organizations (SMTOs),IDEN
IDEN787,Recommendation ITU -T X. 1053,IDEN
IDEN788,Recommendation ITU-T X.1051,IDEN
IDEN789,SMTOs,IDEN
IDEN790,ITU-T X.1054,IDEN
IDEN791,Information security,IDEN
IDEN792,ISO/IEC 27014,IDEN
IDEN793,Recommendation ITU-T X.1054,IDEN
IDEN794,ISO/IEC JTC 1,IDEN
IDEN795,Information security management system (ISMS),IDEN
IDEN796,ISO/IEC 27001,IDEN
IDEN797,ITU-T X.1055,IDEN
IDEN798,risks,IDEN
IDEN799,Recommendation ITU-T X.1055,IDEN
IDEN800,customers,IDEN
IDEN801,staff,IDEN
IDEN802,ITU-T X.1056,IDEN
IDEN803,ISIRT,IDEN
IDEN804,process,IDEN
IDEN805,Security incident,IDEN
IDEN806,Recommendation ITU-T X.1056,IDEN
IDEN807,WTSA,IDEN
IDEN808,ITU-T X.1057,IDEN
IDEN809,Telecommunication organizations,IDEN
IDEN810,Asset manager,IDEN
IDEN811,person,IDEN
IDEN812,organization,IDEN
IDEN813,asset owner,IDEN
IDEN814,Asset owner,IDEN
IDEN815,ISMS (information security management system),IDEN
IDEN816,ITU-T X.1058,IDEN
IDEN817,Telecommunication Standardization Sector,IDEN
IDEN818,Information and network security,IDEN
IDEN819,Code of practice for personally identifiable information protection,IDEN
IDEN820,PUBLIC DATA NETWORKS,IDEN
IDEN821,OPEN SYSTEMS INTERCONNECTION,IDEN
IDEN822,INTERWORKING BETWEEN NETWORKS,IDEN
IDEN823,MESSAGE HANDLING SYSTEMS,IDEN
IDEN824,DIRECTORY,IDEN
IDEN825,X.500–X.599,IDEN
IDEN826,OSI NETWORKING AND SYSTEM ASPECTS,IDEN
IDEN827,OSI MANAGEMENT,IDEN
IDEN828,SECURITY,IDEN
IDEN829,OSI APPLICATIONS,IDEN
IDEN830,X.850–X.899,IDEN
IDEN831,OPEN DISTRIBUTED PROCESSING,IDEN
IDEN832,Network security,IDEN
IDEN833,Security management,IDEN
IDEN834,Telebiometrics,IDEN
IDEN835,Multicast security,IDEN
IDEN836,Home network security,IDEN
IDEN837,Mobile security,IDEN
IDEN838,Web security,IDEN
IDEN839,Security protocols,IDEN
IDEN840,Peer-to-peer security,IDEN
IDEN841,Networked ID security,IDEN
IDEN842,IPTV security,IDEN
IDEN843,ITU-T X.1059,IDEN
IDEN844,Assets Globally accessible in IP-based network for Telecommunication organizations (AGIT),IDEN
IDEN845,Recommendation ITU-T X.1059,IDEN
IDEN846,AGIT,IDEN
IDEN847,AGIT profile,IDEN
IDEN848,Assets globally accessible in IP-based network for telecommunication organizations (AGIT),IDEN
IDEN849,ITU-T V.254,IDEN
IDEN850,vCalendar,IDEN
IDEN851,ITU-T V.250,IDEN
IDEN852,ETSI TS 127 007,IDEN
IDEN853,ISO 639-1,IDEN
IDEN854,ISO 639-2,IDEN
IDEN855,ISO/IEC 24751-2,IDEN
IDEN856,2008,IDEN
IDEN857,AT,IDEN
IDEN858,Attention,IDEN
IDEN859,IrDA,IDEN
IDEN860,Infrared Data Association,IDEN
IDEN861,MMS,IDEN
IDEN862,Multimedia Messaging Service,IDEN
IDEN863,OBEX,IDEN
IDEN864,SMS,IDEN
IDEN865,Short Message Service,IDEN
IDEN866,USB,IDEN
IDEN867,industry standard,IDEN
IDEN868,ITU-T Recommendation V.26,IDEN
IDEN869,2400 BITS PER SECOND MODEM,IDEN
IDEN870,dibits,IDEN
IDEN871,dibit,IDEN
IDEN872,circuits 105 and 106,IDEN
IDEN873,Table 2/V.26,IDEN
IDEN874,ITU-T Recommendation V.26 bis,IDEN
IDEN875,Blue Book,IDEN
IDEN876,Recommendation V.26,IDEN
IDEN877,carrier frequency,IDEN
IDEN878,Figure 1/V.26 bis,IDEN
IDEN879,Table 1/V.26 bis,IDEN
IDEN880,circuits 105 or 107 and 106,IDEN
IDEN881,binary 0,IDEN
IDEN882,binary 1,IDEN
IDEN883,ITU-T X.1060,IDEN
IDEN884,CDC,IDEN
IDEN885,cyber defence centre (CDC),IDEN
IDEN886,chief security officer (CSO),IDEN
IDEN887,chief information security officer (CISO),IDEN
IDEN888,Security Information and Event Management (SIEM),IDEN
IDEN889,Intrusion Detection System (IDS),IDEN
IDEN890,Intrusion Prevention System (IPS),IDEN
IDEN891,Web Application Firewall (WAF),IDEN
IDEN892,Advanced Persistent Threat (APT),IDEN
IDEN893,stealthy threat actor,IDEN
IDEN894,Computer Security Incident Response Team (CSIRT),IDEN
IDEN895,Service Level Agreement (SLA),IDEN
IDEN896,Framework for the creation and operation of a cyber defence centre,IDEN
IDEN897,ITU-T X.1061,IDEN
IDEN898,Recommendation ITU-T X.1061,IDEN
IDEN899,cyber insurance,IDEN
IDEN900,insurer,IDEN
IDEN901,cyber incident,IDEN
IDEN902,insured,IDEN
IDEN903,effective date of insurance cover,IDEN
IDEN904,ITU-T X.1080.0,IDEN
IDEN905,Diffie-Hellman,IDEN
IDEN906,PKI,IDEN
IDEN907,http://www.itu.int/ITU-T/ipr/,IDEN
IDEN908,ITU-T X.1080.1,IDEN
IDEN909,e-Health,IDEN
IDEN910,telebiometrics,IDEN
IDEN911,object identifiers,IDEN
IDEN912,CMS,IDEN
IDEN913,ITUEHP protocol,IDEN
IDEN914,ITU-T E-Health Protocol,IDEN
IDEN915,telemedicines,IDEN
IDEN916,biometric processing unit (BPU),IDEN
IDEN917,operator,IDEN
IDEN918,ITU-T X.1080.2,IDEN
IDEN919,Biology-to-machine (B2M) protocol,IDEN
IDEN920,Recommendation ITU-T X.1080.2,IDEN
IDEN921,Recommendation ITU-T X.1081,IDEN
IDEN922,Recommendation ITU-T G.657,IDEN
IDEN923,category A,IDEN
IDEN924,ITU-T G.652 single-mode fibres,IDEN
IDEN925,category B,IDEN
IDEN926,Recommendation ITU-T G.652,IDEN
IDEN927,ITU-T G.661,IDEN
IDEN928,ITU-T Recommendation G.661,IDEN
IDEN929,ITU-T Recommendation G.662,IDEN
IDEN930,ITU-T Recommendation G.663,IDEN
IDEN931,ITU-T Recommendation G.665,IDEN
IDEN932,ITU-T Recommendation G.680,IDEN
IDEN933,IEC 61290,IDEN
IDEN934,IEC 61291-1,IDEN
IDEN935,Amplified Spontaneous Emission (ASE),IDEN
IDEN936,Bit Error Ratio (BER),IDEN
IDEN937,Differential Group Delay (DGD),IDEN
IDEN938,Erbium-Doped (silica-based) Fibre Amplifier (EDFA),IDEN
IDEN939,EDFA,IDEN
IDEN940,Noise Figure (NF),IDEN
IDEN941,Optical Network Element (ONE),IDEN
IDEN942,Semiconductor Optical Amplifier (SOA),IDEN
IDEN943,SOA,IDEN
IDEN944,State Of Polarization (SOP),IDEN
IDEN945,Test Method (TM),IDEN
IDEN946,Optically Amplified Transmitter (OAT),IDEN
IDEN947,Optically Amplified Receiver (OAR),IDEN
IDEN948,[ITU-T G.665],IDEN
IDEN949,manufacturer,IDEN
IDEN950,OA,IDEN
IDEN951,temperature,IDEN
IDEN952,gain,IDEN
IDEN953,pump laser injection current,IDEN
IDEN954,ITU-T G.662,IDEN
IDEN955,ITU-T Recommendation A.8,IDEN
IDEN956,IEC 61292-3,IDEN
IDEN957,ITU-T G.663,IDEN
IDEN958,Recommendation ITU-T G.663,IDEN
IDEN959,ITU-T G.664,IDEN
IDEN960,IEC 60825-2,IDEN
IDEN961,ITU-T X.1081,IDEN
IDEN962,ISO/IEC 80000-series,IDEN
IDEN963,human being,IDEN
IDEN964,International System of Units,IDEN
IDEN965,ISO/IEC 80000,IDEN
IDEN966,ITU-T X.1082,IDEN
IDEN967,Amendment 2,IDEN
IDEN968,Recommendation ITU-T X.1082,IDEN
IDEN969,CALOR,IDEN
IDEN970,TANGO-IN,IDEN
IDEN971,TANGO-OUT,IDEN
IDEN972,VIDEO-IN,IDEN
IDEN973,VIDEO-OUT,IDEN
IDEN974,AUDIO-IN,IDEN
IDEN975,AUDIO-OUT,IDEN
IDEN976,CHEMO-IN,IDEN
IDEN977,CHEMO-OUT,IDEN
IDEN978,RADIO-IN,IDEN
IDEN979,RADIO-OUT,IDEN
IDEN980,CALOR-IN,IDEN
IDEN981,CALOR-OUT,IDEN
IDEN982,ITU-T study groups,IDEN
IDEN983,telebiometric multimodal model (TMM),IDEN
IDEN984,ITU-T V.150.0,IDEN
IDEN985,ITU-T Recommendation V.150.0,IDEN
IDEN986,ITU-T Rec. V.150.1,IDEN
IDEN987,modem signals,IDEN
IDEN988,FoIP,IDEN
IDEN989,MoIP,IDEN
IDEN990,PDU,IDEN
IDEN991,SDP,IDEN
IDEN992,Session Description Protocol,IDEN
IDEN993,ToIP,IDEN
IDEN994,VoIP,IDEN
IDEN995,ITU-T V.150.1,IDEN
IDEN996,V-series DCEs,IDEN
IDEN997,ITU-T Rec. V.151,IDEN
IDEN998,ITU-T Rec. V.152,IDEN
IDEN999,ITU-T Rec. T.38,IDEN
IDEN1000,FoIP/ToIP,IDEN
IDEN1001,ITU-T V.151,IDEN
IDEN1002,ITU-T Recommendation V.151,IDEN
IDEN1003,Annex E,IDEN
IDEN1004,T.140 character data,IDEN
IDEN1005,IETF RFC 2198,IDEN
IDEN1006,historic RFC,IDEN
IDEN1007,Text over IP,IDEN
IDEN1008,V.150.1,IDEN
IDEN1009,V.152,IDEN
IDEN1010,V.8 CI/XCI,IDEN
IDEN1011,ITU-T X.1083,IDEN
IDEN1012,BioAPI interworking protocol (BIP),IDEN
IDEN1013,ITU-T Rec. X.1083 | ISO/IEC 24708,IDEN
IDEN1014,ISO/IEC 24708,IDEN
IDEN1015,ITU-T Recommendation X.1083,IDEN
IDEN1016,BioAPI-conforming application,IDEN
IDEN1017,BioAPI framework,IDEN
IDEN1018,ISO/IEC 19784-1,IDEN
IDEN1019,BIP messages,IDEN
IDEN1020,ITU-T X.1084,IDEN
IDEN1021,Telebiometric authentication profiles,IDEN
IDEN1022,telebiometric authentication protocol,IDEN
IDEN1023,Recommendation ITU-T X.1084,IDEN
IDEN1024,ISO/IEC JTC 1/SC 37,IDEN
IDEN1025,b-SC37SD2V8,IDEN
IDEN1026,ITU-T X.1085,IDEN
IDEN1027,Biometric hardware security module (BHSM),IDEN
IDEN1028,ITU-T X.509 certificate,IDEN
IDEN1029,proposed scheme,IDEN
IDEN1030,ISO/IEC 17922,IDEN
IDEN1031,Registration authority (RA),IDEN
IDEN1032,Certification authority (CA),IDEN
IDEN1033,BHSM,IDEN
IDEN1034,Pseudonymous identifier (PSID),IDEN
IDEN1035,ISO/IEC 24761,IDEN
IDEN1036,ITU-T X.1086,IDEN
IDEN1037,Recommendation ITU-T X.1086,IDEN
IDEN1038,ITU-T X.1087,IDEN
IDEN1039,Biometric technology,IDEN
IDEN1040,Mobile devices,IDEN
IDEN1041,Telebiometric applications,IDEN
IDEN1042,E-payment,IDEN
IDEN1043,Fast identity on-line (FIDO),IDEN
IDEN1044,Telebiometric authentication model,IDEN
IDEN1045,Biometric hardware security module,IDEN
IDEN1046,Personally identifiable information (PII),IDEN
IDEN1047,ITU-T X.1088,IDEN
IDEN1048,biometric certificate,IDEN
IDEN1049,Telebiometrics digital key framework (TDK),IDEN
IDEN1050,Recommendation ITU-T X.1088,IDEN
IDEN1051,ITU-T X.1089,IDEN
IDEN1052,Telebiometrics authentication infrastructure (TAI),IDEN
IDEN1053,X.509,IDEN
IDEN1054,ITU-T X.509,IDEN
IDEN1055,Recommendation ITU-T X.509,IDEN
IDEN1056,Public key infrastructure (PKI),IDEN
IDEN1057,Privilege management infrastructure (PMI),IDEN
IDEN1058,Biometric certificate,IDEN
IDEN1059,Biometric policy certificate,IDEN
IDEN1060,Biometric device certificate,IDEN
IDEN1061,X.509 certificates,IDEN
IDEN1062,ITU-T X.1090,IDEN
IDEN1063,client,IDEN
IDEN1064,server,IDEN
IDEN1065,ITU-T X.1091,IDEN
IDEN1066,Recommendation ITU-T X.1091,IDEN
IDEN1067,ISO 24745,IDEN
IDEN1068,ISO/IEC 24745:2011,IDEN
IDEN1069,biometric data subject,IDEN
IDEN1070,individuals,IDEN
IDEN1071,ITU-T X.1092,IDEN
IDEN1072,e-health,IDEN
IDEN1073,biometric data,IDEN
IDEN1074,private information,IDEN
IDEN1075,e-health centre,IDEN
IDEN1076,e-health terminal,IDEN
IDEN1077,medical staff,IDEN
IDEN1078,doctors,IDEN
IDEN1079,nurses,IDEN
IDEN1080,sensor,IDEN
IDEN1081,remote medical systems,IDEN
IDEN1082,public-key infrastructure (PKI),IDEN
IDEN1083,electronic signature passwords,IDEN
IDEN1084,biometric technology,IDEN
IDEN1085,security technologies,IDEN
IDEN1086,telemedicine,IDEN
IDEN1087,ITU-T X.1093,IDEN
IDEN1088,encrypted digital certificate,IDEN
IDEN1089,other relevant identity information,IDEN
IDEN1090,ITU-T X.1094,IDEN
IDEN1091,electroencephalogram (EEG),IDEN
IDEN1092,electrocardiogram (ECG),IDEN
IDEN1093,photoplethysmogram (PPG),IDEN
IDEN1094,ballistocardiogram (BCG),IDEN
IDEN1095,Recommendation ITU-T X.1094,IDEN
IDEN1096,ITU-T X.1095,IDEN
IDEN1097,multimodal telebiometrics,IDEN
IDEN1098,pet animals,IDEN
IDEN1099,biometric capture devices,IDEN
IDEN1100,digital cameras,IDEN
IDEN1101,mobile cameras,IDEN
IDEN1102,infrared cameras,IDEN
IDEN1103,high-speed cameras,IDEN
IDEN1104,optical scanners,IDEN
IDEN1105,nose patterns,IDEN
IDEN1106,faces,IDEN
IDEN1107,guardian,IDEN
IDEN1108,ITU-T X.110,IDEN
IDEN1109,X.25,IDEN
IDEN1110,Frame Relay,IDEN
IDEN1111,ITU-T Recommendation X.110,IDEN
IDEN1112,ITU-T X.111,IDEN
IDEN1113,Recommendation X.111,IDEN
IDEN1114,ITU-T Recommendation X.111,IDEN
IDEN1115,ITU-T Rec. X.76,IDEN
IDEN1116,PVC,IDEN
IDEN1117,SVC,IDEN
IDEN1118,ITU-T Rec. X.110,IDEN
IDEN1119,E.164,IDEN
IDEN1120,X.121,IDEN
IDEN1121,X.124,IDEN
IDEN1122,X.125,IDEN
IDEN1123,international network identification codes,IDEN
IDEN1124,ITU-T Recommendation V.27,IDEN
IDEN1125,4800 BITS PER SECOND MODEM WITH MANUAL EQUALIZER,IDEN
IDEN1126,M.1020,IDEN
IDEN1127,Recommendation V.23,IDEN
IDEN1128,Recommendation V.27 bis,IDEN
IDEN1129,ITU-T Recommendation V.27 bis,IDEN
IDEN1130,4800/2400 BITS PER SECOND MODEM,IDEN
IDEN1131,Table 6/V.27 bis,IDEN
IDEN1132,ITU-T Recommendation V.27 ter,IDEN
IDEN1133,ITU-T Study Group 7,IDEN
IDEN1134,ITU-T Recommendation X.115,IDEN
IDEN1135,Recommendation X.115,IDEN
IDEN1136,address,IDEN
IDEN1137,desired address,IDEN
IDEN1138,ATM,IDEN
IDEN1139,ARE,IDEN
IDEN1140,N1,IDEN
IDEN1141,DTE A, B or C,IDEN
IDEN1142,alternative address,IDEN
IDEN1143,Alternative address N1,IDEN
IDEN1144,E.164 address a,IDEN
IDEN1145,E.164 address b,IDEN
IDEN1146,ARP,IDEN
IDEN1147,IARE,IDEN
IDEN1148,ITU-T Recommendation X.116,IDEN
IDEN1149,Recommendation X.116,IDEN
IDEN1150,ISO/IEC 8208,IDEN
IDEN1151,Address Resolution Entity,IDEN
IDEN1152,DTEs,IDEN
IDEN1153,Network Layer,IDEN
IDEN1154,Recommendation X.200,IDEN
IDEN1155,ISO/IEC 7498-1,IDEN
IDEN1156,Network Service Access Point,IDEN
IDEN1157,Recommendation X.200 | ISO/IEC 7498-1,IDEN
IDEN1158,Network Service Access Point Address,IDEN
IDEN1159,Network Point of Attachment,IDEN
IDEN1160,Network Protocol Data Unit,IDEN
IDEN1161,Routeing,IDEN
IDEN1162,Subnetwork,IDEN
IDEN1163,Alternative Address,IDEN
IDEN1164,alternative address related information,IDEN
IDEN1165,E.164 addresses,IDEN
IDEN1166,redirection information,IDEN
IDEN1167,address resolution entity,IDEN
IDEN1168,ECQ-PDU,IDEN
IDEN1169,ENC-PDU,IDEN
IDEN1170,ESC-PDU,IDEN
IDEN1171,ESH-PDU,IDEN
IDEN1172,RD-PDU,IDEN
IDEN1173,SCC-PDU,IDEN
IDEN1174,SCR-PDU,IDEN
IDEN1175,SNC-PDU,IDEN
IDEN1176,SRN-PDU,IDEN
IDEN1177,AA,IDEN
IDEN1178,BCD,IDEN
IDEN1179,NPA,IDEN
IDEN1180,X.121 address,IDEN
IDEN1181,E.164 address,IDEN
IDEN1182,QOS,IDEN
IDEN1183,SNAcF,IDEN
IDEN1184,SNAcP,IDEN
IDEN1185,ITU-T Recommendation X.121,IDEN
IDEN1186,International Numbering Plan for Public Data Networks,IDEN
IDEN1187,Data Country Codes,IDEN
IDEN1188,Data Network Identification Codes,IDEN
IDEN1189,Global Data Network Identification Code,IDEN
IDEN1190,Private Network Identification Codes,IDEN
IDEN1191,Data Country codes,IDEN
IDEN1192,ITU Telecommunication Standardization Sector,IDEN
IDEN1193,Public data networks,IDEN
IDEN1194,Numbering Plan,IDEN
IDEN1195,International data number,IDEN
IDEN1196,ITU-T Recommendation X.123,IDEN
IDEN1197,Recommendation X.123,IDEN
IDEN1198,Escape code 0,IDEN
IDEN1199,Escape code 9,IDEN
IDEN1200,escape codes 9 and 0,IDEN
IDEN1201,TOA/NPI,IDEN
IDEN1202,escape codes,IDEN
IDEN1203,Numbering Plan Identifier (NPI),IDEN
IDEN1204,E.164 number,IDEN
IDEN1205,Escape code 0,IDEN
IDEN1206,Recommendation E.165.1 (1996),IDEN
IDEN1207,escape code 0,IDEN
IDEN1208,ITU-T Recommendation E.164,IDEN
IDEN1209,ITU-T Recommendation E.165,IDEN
IDEN1210,ITU-T Recommendation E.165.1,IDEN
IDEN1211,ITU-T Recommendation E.166/X.122,IDEN
IDEN1212,ITU-T Recommendation X.25,IDEN
IDEN1213,ITU-T Recommendation X.75,IDEN
IDEN1214,ITU-T Recommendation X.124,IDEN
IDEN1215,Public Frame Relay Data Networks (PFRDNs),IDEN
IDEN1216,B-ISDN (ATM) networks,IDEN
IDEN1217,Numbering Plan Identifier (NPI) method,IDEN
IDEN1218,ATM End System Address (AESA),IDEN
IDEN1219,NSAP,IDEN
IDEN1220,Network Service Access Point (NSAP),IDEN
IDEN1221,AESA,IDEN
IDEN1222,ITU-T X.125,IDEN
IDEN1223,International Network Identification Codes,IDEN
IDEN1224,Telecommunication Standardization Bureau (TSB),IDEN
IDEN1225,Recommendation I.610,IDEN
IDEN1226,Network Identification Codes,IDEN
IDEN1227,ITU-T Recommendation X.125,IDEN
IDEN1228,International Network Identification Code,IDEN
IDEN1229,ITU-T Recommendation X.130,IDEN
IDEN1230,Recommendations X.21 and X.21 bis,IDEN
IDEN1231,Recommendation X.1,IDEN
IDEN1232,Recommendation X.21,IDEN
IDEN1233,Recommendation X.60,IDEN
IDEN1234,Recommendation X.71,IDEN
IDEN1235,Recommendation X.92,IDEN
IDEN1236,Recommendation X.213,IDEN
IDEN1237,Recommendation X.140,IDEN
IDEN1238,ITU-T Recommendation X.131,IDEN
IDEN1239,X.21 bis,IDEN
IDEN1240,Recommendation X.130,IDEN
IDEN1241,Recommendation X.131,IDEN
IDEN1242,Type 1,IDEN
IDEN1243,Type 2,IDEN
IDEN1244,Figure 1 /X.131,IDEN
IDEN1245,blocking probability,IDEN
IDEN1246,forecast traffic,IDEN
IDEN1247,calling DTE,IDEN
IDEN1248,called DTE,IDEN
IDEN1249,Connection type 1,IDEN
IDEN1250,Connection type 2,IDEN
IDEN1251,Table 1/X.131,IDEN
IDEN1252,ITU-T Recommendation X.134,IDEN
IDEN1253,World Telecommunication Standardization Conference,IDEN
IDEN1254,ITU-T Recommendation X.135,IDEN
IDEN1255,ITU-T Recommendation X.136,IDEN
IDEN1256,ITU-T Recommendation X.137,IDEN
IDEN1257,access circuit section,IDEN
IDEN1258,local DSE,IDEN
IDEN1259,internetwork circuit section,IDEN
IDEN1260,circuit section,IDEN
IDEN1261,network section,IDEN
IDEN1262,access network section,IDEN
IDEN1263,transit network section,IDEN
IDEN1264,basic section,IDEN
IDEN1265,section boundary,IDEN
IDEN1266,national portion,IDEN
IDEN1267,international portion,IDEN
IDEN1268,packet-layer reference events,IDEN
IDEN1269,performance matrix,IDEN
IDEN1270,primary parameters,IDEN
IDEN1271,X.135,IDEN
IDEN1272,X.136,IDEN
IDEN1273,two-state model,IDEN
IDEN1274,binary random process,IDEN
IDEN1275,Recommendation X.137,IDEN
IDEN1276,OSI Network service,IDEN
IDEN1277,DTE/DCE interface,IDEN
IDEN1278,ITU-T X.135,IDEN
IDEN1279,CCITT X.136,IDEN
IDEN1280,Recommendation X.323,IDEN
IDEN1281,Recommendation X.96,IDEN
IDEN1282,Recommendation X.134,IDEN
IDEN1283,Recommendation X.135,IDEN
IDEN1284,Recommendation X.136,IDEN
IDEN1285,X.130-Series Recommendations,IDEN
IDEN1286,5.1,IDEN
IDEN1287,Each parameter,IDEN
IDEN1288,ITU-T Recommendation X.138,IDEN
IDEN1289,International packet-switched services,IDEN
IDEN1290,speed of service,IDEN
IDEN1291,Recommendations X.136 and X.137,IDEN
IDEN1292,clause 4/X.136,IDEN
IDEN1293,clause 5/X.136,IDEN
IDEN1294,ITU (International Telecommunication Union),IDEN
IDEN1295,C,M/C,M,IDEN
IDEN1296,ITU-T Recommendation X.139,IDEN
IDEN1297,Recommendation X.138,IDEN
IDEN1298,4.1/X.138,IDEN
IDEN1299,4.2/X.135,IDEN
IDEN1300,Figure 2/X.135,IDEN
IDEN1301,clause 5/X.135,IDEN
IDEN1302,clause 6/X.135,IDEN
IDEN1303,clause 7/X.135,IDEN
IDEN1304,X.75,IDEN
IDEN1305,X.96,IDEN
IDEN1306,X.110,IDEN
IDEN1307,X.134,IDEN
IDEN1308,X.137,IDEN
IDEN1309,X.138,IDEN
IDEN1310,ITU-T Recommendation X.138 (1997),IDEN
IDEN1311,X.140,IDEN
IDEN1312,X.213,IDEN
IDEN1313,X.323,IDEN
IDEN1314,PSPDNs,IDEN
IDEN1315,OSI,IDEN
IDEN1316,RR,IDEN
IDEN1317,STE,IDEN
IDEN1318,CCITT X.140,IDEN
IDEN1319,Study Group VII,IDEN
IDEN1320,General Quality of Service Parameters,IDEN
IDEN1321,Public Data Networks (PDNs),IDEN
IDEN1322,Quality of Service (QOS),IDEN
IDEN1323,Open Systems Interconnection (OSI),IDEN
IDEN1324,OSI network service,IDEN
IDEN1325,Electronic funds transfer (EFT),IDEN
IDEN1326,Hypothetical reference connection (HRX),IDEN
IDEN1327,X.131,IDEN
IDEN1328,X.130,IDEN
IDEN1329,ITU-T V.152,IDEN
IDEN1330,Voice-band data (VBD),IDEN
IDEN1331,Internet Protocol (IP),IDEN
IDEN1332,Echo canceller,IDEN
IDEN1333,Session Description Protocol (SDP),IDEN
IDEN1334,clause 7.1,IDEN
IDEN1335,ITU-T H.245,IDEN
IDEN1336,State Signalling Events (SSE),IDEN
IDEN1337,ITU-T G.711,IDEN
IDEN1338,ITU-T G.726,IDEN
IDEN1339,ITU-T V.153,IDEN
